id,match_id,player_id,h_team,a_team,h_goals,a_goals,date,season,minute,result,situation,shot_type,last_action,x,y,xg,player,h_a,player_assisted
670190,29041,7762,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,16,SavedShot,OpenPlay,Head,Chipped,0.915,0.4759999847412109,0.06936651468276978,Jean-Ricner Bellegarde,a,Mateus Mané
670191,29041,8875,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,21,MissedShots,FromCorner,Head,Aerial,0.9640000152587891,0.4859999847412109,0.506534218788147,Tolu Arokodare,a,Hugo Bueno
670192,29041,8875,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,25,SavedShot,OpenPlay,RightFoot,Pass,0.8519999694824218,0.6419999694824219,0.06002147123217583,Tolu Arokodare,a,Mateus Mané
670194,29041,7762,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,31,SavedShot,DirectFreekick,RightFoot,Standard,0.8059999847412109,0.6329999923706054,0.09888874739408493,Jean-Ricner Bellegarde,a,
670195,29041,9958,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,32,MissedShots,FromCorner,Head,Aerial,0.9580000305175781,0.43599998474121093,0.061891306191682816,Yerson Mosquera,a,Hugo Bueno
670199,29041,7762,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,36,SavedShot,OpenPlay,LeftFoot,Pass,0.749000015258789,0.6659999847412109,0.016358675435185432,Jean-Ricner Bellegarde,a,Adam Armstrong
670200,29041,8875,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,42,SavedShot,Penalty,RightFoot,Standard,0.885,0.5,0.7611688375473022,Tolu Arokodare,a,
670202,29041,4419,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,52,BlockedShot,OpenPlay,RightFoot,Aerial,0.7769999694824219,0.5929999923706055,0.013246441259980202,Adam Armstrong,a,
670205,29041,8875,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,72,SavedShot,SetPiece,Head,Aerial,0.8590000152587891,0.47200000762939454,0.009502153843641281,Tolu Arokodare,a,Hugo Bueno
670212,29041,8875,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,96,BlockedShot,OpenPlay,RightFoot,Aerial,0.8090000152587891,0.500999984741211,0.021295130252838135,Tolu Arokodare,a,Jackson Tchatchoua
670213,29041,13022,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,96,BlockedShot,OpenPlay,RightFoot,None,0.8069999694824219,0.5120000076293946,0.04325713589787483,André,a,
670214,29041,10945,Crystal Palace,Wolverhampton Wanderers,1,0,2026-02-22 14:00:00,2025,98,SavedShot,OpenPlay,Head,Aerial,0.8640000152587891,0.539000015258789,0.015956755727529526,Santiago Bueno,a,Hugo Bueno
670215,29044,6456,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,2,SavedShot,OpenPlay,LeftFoot,Chipped,0.909000015258789,0.5620000076293945,0.3150150179862976,Callum Hudson-Odoi,h,Ibrahim Sangare
670216,29044,9154,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,9,MissedShots,OpenPlay,RightFoot,BallRecovery,0.79,0.6769999694824219,0.02241222932934761,Elliot Anderson,h,Morgan Gibbs-White
670219,29044,12123,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,16,BlockedShot,OpenPlay,LeftFoot,None,0.6909999847412109,0.534000015258789,0.009970990009605885,Murillo,h,
670220,29044,12123,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,18,BlockedShot,DirectFreekick,LeftFoot,Standard,0.775,0.5379999923706055,0.08745180815458298,Murillo,h,
670221,29044,9154,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,20,BlockedShot,OpenPlay,RightFoot,None,0.7619999694824219,0.34,0.016438335180282593,Elliot Anderson,h,
670222,29044,10348,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,21,SavedShot,OpenPlay,LeftFoot,Cross,0.9130000305175782,0.31,0.033685486763715744,Omari Hutchinson,h,Elliot Anderson
670223,29044,8204,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,23,MissedShots,OpenPlay,LeftFoot,HeadPass,0.784000015258789,0.664000015258789,0.018023764714598656,Neco Williams,h,Morgan Gibbs-White
670224,29044,13778,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,30,BlockedShot,OpenPlay,RightFoot,TakeOn,0.735,0.51,0.012370149604976177,Igor Jesus,h,Elliot Anderson
670225,29044,6857,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,41,BlockedShot,OpenPlay,RightFoot,BallTouch,0.8440000152587891,0.519000015258789,0.07547236233949661,Morgan Gibbs-White,h,
670226,29044,9154,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,42,BlockedShot,OpenPlay,RightFoot,BallTouch,0.8059999847412109,0.47700000762939454,0.05177060514688492,Elliot Anderson,h,
670227,29044,9154,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,44,MissedShots,OpenPlay,RightFoot,Pass,0.8730000305175781,0.7290000152587891,0.03002876043319702,Elliot Anderson,h,Callum Hudson-Odoi
670228,29044,6174,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,47,MissedShots,OpenPlay,RightFoot,LayOff,0.7369999694824219,0.30700000762939456,0.010645340196788311,Nikola Milenkovic,h,Morgan Gibbs-White
670230,29044,6174,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,48,MissedShots,FromCorner,Head,Aerial,0.9169999694824219,0.545,0.03511561453342438,Nikola Milenkovic,h,Callum Hudson-Odoi
670235,29044,8920,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,70,MissedShots,OpenPlay,LeftFoot,Pass,0.799000015258789,0.6530000305175782,0.05200142413377762,Dilane Bakwa,h,Murillo
670236,29044,6857,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,85,BlockedShot,OpenPlay,RightFoot,None,0.8830000305175781,0.40099998474121096,0.07572340220212936,Morgan Gibbs-White,h,
670237,29044,5722,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,85,MissedShots,OpenPlay,RightFoot,Rebound,0.8180000305175781,0.4909999847412109,0.04444807395339012,Ibrahim Sangare,h,
670238,29044,8662,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,87,BlockedShot,FromCorner,RightFoot,Pass,0.899000015258789,0.6680000305175782,0.036645036190748215,Dan Ndoye,h,Lorenzo Lucca
670240,29044,5722,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,94,MissedShots,OpenPlay,RightFoot,None,0.7119999694824218,0.6809999847412109,0.010914968326687813,Ibrahim Sangare,h,
670217,29044,8995,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,13,MissedShots,SetPiece,Head,None,0.8859999847412109,0.415,0.020568182691931725,Hugo Ekitike,a,
670218,29044,11296,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,13,BlockedShot,OpenPlay,RightFoot,BallRecovery,0.7559999847412109,0.6120000076293945,0.020197764039039612,Cody Gakpo,a,Dominik Szoboszlai
670229,29044,8995,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,46,BlockedShot,FromCorner,Head,Cross,0.97,0.5790000152587891,0.09976799041032791,Hugo Ekitike,a,Dominik Szoboszlai
670231,29044,8379,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,51,BlockedShot,OpenPlay,RightFoot,Pass,0.8059999847412109,0.285,0.025015022605657578,Alexis Mac Allister,a,Ibrahima Konaté
670232,29044,6665,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,51,BlockedShot,OpenPlay,LeftFoot,Pass,0.8919999694824219,0.34400001525878904,0.07292238622903824,Curtis Jones,a,Dominik Szoboszlai
670233,29044,6665,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,53,SavedShot,OpenPlay,RightFoot,HeadPass,0.9640000152587891,0.46599998474121096,0.6178997159004211,Curtis Jones,a,Mohamed Salah
670234,29044,8379,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,61,MissedShots,SetPiece,Head,Chipped,0.860999984741211,0.47700000762939454,0.039123181253671646,Alexis Mac Allister,a,Dominik Szoboszlai
670239,29044,8995,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,88,SavedShot,OpenPlay,Head,Cross,0.9630000305175781,0.5270000076293946,0.610538125038147,Hugo Ekitike,a,Rio Ngumoha
670241,29044,833,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,96,SavedShot,OpenPlay,Head,Cross,0.9490000152587891,0.5640000152587891,0.371992826461792,Virgil van Dijk,a,Dominik Szoboszlai
670242,29044,8379,Nottingham Forest,Liverpool,0,1,2026-02-22 14:00:00,2025,96,Goal,OpenPlay,RightFoot,Rebound,0.97,0.48900001525878906,0.8253368139266968,Alexis Mac Allister,a,
670167,29045,13064,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,19,BlockedShot,FromCorner,RightFoot,HeadPass,0.874000015258789,0.5529999923706055,0.05657055228948593,Lutsharel Geertruida,h,Omar Alderete
670169,29045,13716,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,40,SavedShot,OpenPlay,LeftFoot,BallRecovery,0.7030000305175781,0.505,0.012629867531359196,Noah Sadiki,h,Dan Ballard
670170,29045,13713,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,45,BlockedShot,FromCorner,RightFoot,Pass,0.8,0.42700000762939455,0.03260605037212372,Trai Hume,h,Enzo Le Fée
670172,29045,9767,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,50,MissedShots,OpenPlay,RightFoot,BallRecovery,0.7669999694824219,0.30100000381469727,0.016864579170942307,Habib Diarra,h,
670173,29045,13064,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,48,MissedShots,OpenPlay,RightFoot,None,0.7659999847412109,0.34200000762939453,0.018042242154479027,Lutsharel Geertruida,h,
670174,29045,11461,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,51,MissedShots,OpenPlay,RightFoot,Pass,0.875,0.5429999923706055,0.34584930539131165,Romaine Mundle,h,Lutsharel Geertruida
670178,29045,14424,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,67,MissedShots,OpenPlay,RightFoot,Pass,0.8930000305175781,0.4129999923706055,0.32610023021698,Nilson Angulo,h,Brian Brobbey
670179,29045,8651,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,75,Goal,Penalty,RightFoot,Standard,0.885,0.5,0.7611688375473022,Enzo Le Fée,h,
670180,29045,7148,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,76,MissedShots,OpenPlay,RightFoot,Pass,0.9180000305175782,0.37799999237060544,0.0904054194688797,Wilson Isidor,h,Eliezer Mayenda
670185,29045,13713,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,95,BlockedShot,OpenPlay,RightFoot,None,0.9119999694824219,0.7090000152587891,0.03305503726005554,Trai Hume,h,
670186,29045,11461,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,95,BlockedShot,OpenPlay,RightFoot,BallTouch,0.915,0.7290000152587891,0.03822212293744087,Romaine Mundle,h,
670187,29045,13718,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,98,BlockedShot,OpenPlay,RightFoot,HeadPass,0.8440000152587891,0.46900001525878904,0.029384801164269447,Eliezer Mayenda,h,Dan Ballard
670165,29045,5973,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,16,BlockedShot,OpenPlay,RightFoot,BallRecovery,0.8069999694824219,0.24899999618530275,0.018394093960523605,Kenny Tete,a,
670166,29045,14030,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,16,MissedShots,OpenPlay,LeftFoot,Pass,0.9119999694824219,0.6869999694824219,0.06523586064577103,Kevin,a,Alex Iwobi
670168,29045,6837,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,24,MissedShots,OpenPlay,RightFoot,Pass,0.855,0.5940000152587891,0.08186204731464386,Ryan Sessegnon,a,Emile Smith-Rowe
670171,29045,5973,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,46,MissedShots,OpenPlay,RightFoot,Pass,0.755,0.30100000381469727,0.016568774357438087,Kenny Tete,a,Alex Iwobi
670175,29045,500,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,52,BlockedShot,OpenPlay,RightFoot,Pass,0.86,0.47200000762939454,0.09952622652053833,Alex Iwobi,a,Raúl Jiménez
670176,29045,4105,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,53,Goal,FromCorner,Head,Cross,0.9459999847412109,0.49900001525878906,0.45790934562683105,Raúl Jiménez,a,Alex Iwobi
670177,29045,4105,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,60,Goal,Penalty,RightFoot,Standard,0.885,0.5,0.7611688375473022,Raúl Jiménez,a,
670181,29045,11728,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,81,BlockedShot,FromCorner,LeftFoot,None,0.8919999694824219,0.49900001525878906,0.09584738314151764,Calvin Bassey,a,
670182,29045,8285,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,81,MissedShots,FromCorner,RightFoot,Rebound,0.93,0.4879999923706055,0.14041709899902344,Sander Berge,a,Calvin Bassey
670183,29045,500,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,84,Goal,OpenPlay,LeftFoot,Pass,0.9340000152587891,0.654000015258789,0.34349125623703003,Alex Iwobi,a,Harry Wilson
670184,29045,5596,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,91,MissedShots,OpenPlay,LeftFoot,Pass,0.8530000305175781,0.6459999847412109,0.07384701818227768,Harry Wilson,a,Ryan Sessegnon
670188,29045,5596,Sunderland,Fulham,1,3,2026-02-22 14:00:00,2025,98,SavedShot,OpenPlay,LeftFoot,BallRecovery,0.745999984741211,0.5520000076293945,0.026152554899454117,Harry Wilson,a,Calvin Bassey
670374,29046,9021,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,20,BlockedShot,OpenPlay,RightFoot,BallTouch,0.8230000305175781,0.4759999847412109,0.06227592006325722,Pape Sarr,h,Xavi Simons
670377,29046,5743,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,33,Goal,OpenPlay,RightFoot,BallRecovery,0.924000015258789,0.575999984741211,0.07935891300439835,Randal Kolo Muani,h,
670383,29046,8700,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,45,SavedShot,OpenPlay,RightFoot,Pass,0.8090000152587891,0.5890000152587891,0.04653223976492882,Xavi Simons,h,Randal Kolo Muani
670391,29046,6026,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,83,SavedShot,OpenPlay,RightFoot,Cross,0.960999984741211,0.4490000152587891,0.09906435012817383,Richarlison,h,Djed Spence
670392,29046,6026,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,91,SavedShot,OpenPlay,Head,Aerial,0.9359999847412109,0.455,0.08599616587162018,Richarlison,h,Mathys Tel
670394,29046,9021,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,97,SavedShot,OpenPlay,RightFoot,None,0.7380000305175781,0.6140000152587891,0.010036625899374485,Pape Sarr,h,
670369,29046,7254,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,3,BlockedShot,OpenPlay,Head,Cross,0.925,0.5570000076293945,0.10428673028945923,Viktor Gyokeres,a,Jurriën Timber
670370,29046,7698,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,4,BlockedShot,OpenPlay,RightFoot,None,0.68,0.165,0.008129761554300785,Leandro Trossard,a,
670371,29046,7254,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,6,MissedShots,OpenPlay,RightFoot,Pass,0.8859999847412109,0.6919999694824219,0.050743479281663895,Viktor Gyokeres,a,Piero Hincapié
670372,29046,6888,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,16,MissedShots,FromCorner,Head,HeadPass,0.950999984741211,0.5120000076293946,0.4694522023200989,William Saliba,a,Viktor Gyokeres
670373,29046,7698,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,17,MissedShots,OpenPlay,LeftFoot,BallRecovery,0.8140000152587891,0.5020000076293946,0.05713878571987152,Leandro Trossard,a,
670375,29046,8706,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,31,BlockedShot,OpenPlay,LeftFoot,None,0.7819999694824219,0.3729999923706055,0.02563510462641716,Eberechi Eze,a,
670376,29046,8706,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,31,Goal,OpenPlay,RightFoot,None,0.935,0.4620000076293945,0.5693182945251465,Eberechi Eze,a,
670378,29046,7322,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,36,SavedShot,OpenPlay,RightFoot,Chipped,0.87,0.45599998474121095,0.29228296875953674,Bukayo Saka,a,Piero Hincapié
670379,29046,7322,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,39,BlockedShot,OpenPlay,LeftFoot,BallTouch,0.845,0.30100000381469727,0.03902117908000946,Bukayo Saka,a,
670380,29046,7698,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,40,BlockedShot,OpenPlay,RightFoot,Pass,0.92,0.34400001525878904,0.0758991688489914,Leandro Trossard,a,Jurriën Timber
670381,29046,8706,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,47,MissedShots,OpenPlay,RightFoot,None,0.7440000152587891,0.3629999923706055,0.013650032691657543,Eberechi Eze,a,
670382,29046,9911,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,50,BlockedShot,OpenPlay,LeftFoot,Chipped,0.8059999847412109,0.6930000305175781,0.013790796510875225,Piero Hincapié,a,Bukayo Saka
670384,29046,7254,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,46,Goal,OpenPlay,RightFoot,Pass,0.8180000305175781,0.48400001525878905,0.06347543746232986,Viktor Gyokeres,a,Jurriën Timber
670385,29046,8706,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,50,BlockedShot,OpenPlay,RightFoot,TakeOn,0.8619999694824219,0.5679999923706055,0.15849021077156067,Eberechi Eze,a,Piero Hincapié
670386,29046,7322,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,58,SavedShot,OpenPlay,RightFoot,Throughball,0.924000015258789,0.35200000762939454,0.34032025933265686,Bukayo Saka,a,Eberechi Eze
670387,29046,8706,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,60,Goal,OpenPlay,RightFoot,Dispossessed,0.899000015258789,0.5359999847412109,0.4393695294857025,Eberechi Eze,a,
670388,29046,7322,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,65,BlockedShot,OpenPlay,LeftFoot,Pass,0.8430000305175781,0.3629999923706055,0.07445280998945236,Bukayo Saka,a,Cristhian Mosquera
670389,29046,7698,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,70,MissedShots,OpenPlay,RightFoot,Pass,0.7609999847412109,0.63,0.029286561533808708,Leandro Trossard,a,Bukayo Saka
670390,29046,7322,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,71,MissedShots,OpenPlay,LeftFoot,Pass,0.87,0.375,0.11946041882038116,Bukayo Saka,a,Eberechi Eze
670393,29046,7254,Tottenham,Arsenal,1,4,2026-02-22 16:30:00,2025,93,Goal,OpenPlay,RightFoot,Pass,0.9109999847412109,0.6070000076293945,0.37280917167663574,Viktor Gyokeres,a,Martin Odegaard
670580,29042,668,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,3,BlockedShot,OpenPlay,RightFoot,Pass,0.7,0.49900001525878906,0.012799106538295746,Idrissa Gueye,h,Harrison Armstrong
670585,29042,7438,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,38,SavedShot,DirectFreekick,RightFoot,Standard,0.6880000305175781,0.5259999847412109,0.03405259549617767,James Garner,h,
670587,29042,12757,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,45,SavedShot,OpenPlay,RightFoot,Pass,0.86,0.585,0.09324599802494049,Harrison Armstrong,h,Kiernan Dewsbury-Hall
670588,29042,9554,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,47,BlockedShot,OpenPlay,LeftFoot,Pass,0.7530000305175781,0.3890000152587891,0.0177190862596035,Tim Iroegbunam,h,James Garner
670592,29042,668,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,62,BlockedShot,OpenPlay,RightFoot,Pass,0.8180000305175781,0.425,0.04908996820449829,Idrissa Gueye,h,Iliman Ndiaye
670593,29042,9739,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,63,BlockedShot,OpenPlay,LeftFoot,Pass,0.8769999694824219,0.6559999847412109,0.07332032918930054,Kiernan Dewsbury-Hall,h,Jarrad Branthwaite
670594,29042,668,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,65,BlockedShot,FromCorner,RightFoot,None,0.805,0.57,0.029832908883690834,Idrissa Gueye,h,
670596,29042,1665,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,78,BlockedShot,FromCorner,Head,Aerial,0.9480000305175781,0.5070000076293946,0.07895807921886444,James Tarkowski,h,James Garner
670597,29042,1653,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,78,MissedShots,FromCorner,RightFoot,BallTouch,0.8969999694824219,0.4379999923706055,0.07477395236492157,Michael Keane,h,
670598,29042,668,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,79,MissedShots,FromCorner,RightFoot,None,0.860999984741211,0.34599998474121096,0.03891025111079216,Idrissa Gueye,h,Beto
670599,29042,1653,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,81,SavedShot,OpenPlay,LeftFoot,Pass,0.71,0.585999984741211,0.014762138947844505,Michael Keane,h,James Tarkowski
670600,29042,12573,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,92,SavedShot,OpenPlay,RightFoot,Dispossessed,0.7480000305175781,0.544000015258789,0.043459415435791016,Tyrique George,h,
670578,29042,7080,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,3,BlockedShot,OpenPlay,LeftFoot,Chipped,0.8809999847412109,0.3970000076293945,0.06674399226903915,Matheus Cunha,a,Bryan Mbeumo
670579,29042,8127,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,3,BlockedShot,OpenPlay,LeftFoot,BallTouch,0.899000015258789,0.4620000076293945,0.1094677746295929,Amad Diallo Traore,a,
670581,29042,7281,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,8,SavedShot,OpenPlay,RightFoot,Chipped,0.905,0.23299999237060548,0.03019394353032112,Diogo Dalot,a,Casemiro
670582,29042,1006,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,19,BlockedShot,OpenPlay,RightFoot,None,0.8159999847412109,0.5429999923706055,0.05191618204116821,Luke Shaw,a,
670583,29042,7281,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,30,MissedShots,SetPiece,RightFoot,None,0.72,0.4,0.01006199698895216,Diogo Dalot,a,
670584,29042,6552,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,35,MissedShots,OpenPlay,LeftFoot,Pass,0.7930000305175782,0.435,0.038315288722515106,Bryan Mbeumo,a,Diogo Dalot
670586,29042,1228,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,45,MissedShots,SetPiece,RightFoot,Pass,0.7830000305175782,0.4,0.025091683492064476,Bruno Fernandes,a,Amad Diallo Traore
670589,29042,6552,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,50,MissedShots,OpenPlay,LeftFoot,None,0.98,0.5590000152587891,0.6143550872802734,Bryan Mbeumo,a,
670590,29042,2248,Everton,Manchester United,0,1,2026-02-23 20:00:00,2025,51,MissedShots,OpenPlay,RightFoot,Pass,0.6930000305175781,0.4109999847412109,0.011245138943195343,Casemiro,a,Amad Diallo Traore
